Symbol;OrderId;ClientId;ClientOrderId;Status;Type;Side;Price;Gain;Quantity;Commission;tradeId;transactDate;transactTime;Timestamp
AVAXUSDT;998755;2;mN3QS538lWMPQ7DWRYtUQZ;FILLED;MARKET;BUY;37.71;0.0;2.41;0.0;60578;2023-12-13;14:28:29;1702474109424
AVAXUSDT;998821;2;WUOL9Bu8MUwmqoefNKZQnW;FILLED;MARKET;SELL;37.59;-9.1199999999999974;2.41;0.0;60591;2023-12-13;14:28:53;1702474133356
AVAXUSDT;1742566;2;2SJH667kEwn84GDxUJ4VhU;FILLED;MARKET;BUY;40.86;0;2.29;0.0;104935;2023-12-18;00:04:00;1702854240146
FETUSDT;1622096;2;VHLgjdIrjKdEpwvii1f1q9;FILLED;MARKET;BUY;0.6405;0;146.0;0.0;81983;2023-12-18;00:04:12;1702854252635
INJUSDT;2174390;2;hOb6I6fmzzTdf7ZlTqvO8i;FILLED;MARKET;BUY;30.422;0;3.1;0.0;138084;2023-12-18;00:04:18;1702854258280
ROSEUSDT;1352477;2;VvglpC3VEUf1gjaZ3HWel7;FILLED;MARKET;BUY;0.09064000;0;1034.00000000;0.00000000;54916;2023-12-18;00:04:26;1702854266050
